route_id,group_id
42,3
57,3
62,3
65,3
66,3
67,3
68,3
69,3
70,3
71,3
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,3
80,3
81,3
82,3
83,3
84,3
94,3
95,3
96,3
97,3
98,3
99,3
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
137,3
138,3
139,3
140,3
141,3
71,4
75,4
76,4
77,4
78,4
79,4
